Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
DELETE,/booking/298,1,0,142.103208,142.103208,142.103208,142.103208,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/2980,1,0,148.3587919999998,148.3587919999998,148.3587919999998,148.3587919999998,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/2981,1,0,198.42154100000187,198.42154100000187,198.42154100000187,198.42154100000187,7.0,0.016934836038073553,0.0,200,200,200,200,200,200,200,200,200,200,200
PUT,/booking/2988,1,0,144.3468750000001,144.3468750000001,144.3468750000001,144.3468750000001,182.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/2994,1,0,173.59512499999852,173.59512499999852,173.59512499999852,173.59512499999852,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/2999,1,0,164.3929170000007,164.3929170000007,164.3929170000007,164.3929170000007,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/300,1,0,156.25041700000253,156.25041700000253,156.25041700000253,156.25041700000253,182.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3006,1,0,141.77679099999807,141.77679099999807,141.77679099999807,141.77679099999807,182.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/3007,1,0,196.34816699999647,196.34816699999647,196.34816699999647,196.34816699999647,7.0,0.016934836038073553,0.0,200,200,200,200,200,200,200,200,200,200,200
PUT,/booking/3015,1,0,142.9512079999995,142.9512079999995,142.9512079999995,142.9512079999995,182.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/3019,1,0,142.98599999999695,142.98599999999695,142.98599999999695,142.98599999999695,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/3031,1,0,164.59470800000275,164.59470800000275,164.59470800000275,164.59470800000275,180.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3044,1,0,162.33120799999767,162.33120799999767,162.33120799999767,162.33120799999767,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3046,1,0,167.86829200000142,167.86829200000142,167.86829200000142,167.86829200000142,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/booking/305,1,0,160.06179100000395,160.06179100000395,160.06179100000395,160.06179100000395,180.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3061,1,0,172.88466600000163,172.88466600000163,172.88466600000163,172.88466600000163,182.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/booking/3077,1,0,159.37233299999676,159.37233299999676,159.37233299999676,159.37233299999676,182.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/309,1,0,149.9695420000009,149.9695420000009,149.9695420000009,149.9695420000009,180.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3090,1,0,144.30470799999995,144.30470799999995,144.30470799999995,144.30470799999995,182.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/3092,1,0,168.2824580000002,168.2824580000002,168.2824580000002,168.2824580000002,180.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/booking/3096,1,0,146.68729200000286,146.68729200000286,146.68729200000286,146.68729200000286,180.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3109,1,0,196.81704099999564,196.81704099999564,196.81704099999564,196.81704099999564,7.0,0.016934836038073553,0.0,200,200,200,200,200,200,200,200,200,200,200
PUT,/booking/3117,1,0,191.37866700000217,191.37866700000217,191.37866700000217,191.37866700000217,182.0,0.016934836038073553,0.0,190,190,190,190,190,190,190,190,190,190,190
PUT,/booking/3119,1,0,156.03187500000004,156.03187500000004,156.03187500000004,156.03187500000004,180.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3122,1,0,155.9421249999957,155.9421249999957,155.9421249999957,155.9421249999957,180.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3123,1,0,142.66658300000046,142.66658300000046,142.66658300000046,142.66658300000046,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/3134,1,0,150.95741600000068,150.95741600000068,150.95741600000068,150.95741600000068,180.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/314,1,0,159.80083299999848,159.80083299999848,159.80083299999848,159.80083299999848,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3145,1,0,142.5396670000012,142.5396670000012,142.5396670000012,142.5396670000012,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/3167,1,0,212.15895899999992,212.15895899999992,212.15895899999992,212.15895899999992,7.0,0.016934836038073553,0.0,210,210,210,210,210,210,210,210,210,210,210
PUT,/booking/3177,1,0,154.3928749999992,154.3928749999992,154.3928749999992,154.3928749999992,182.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3184,1,0,182.33116700000096,182.33116700000096,182.33116700000096,182.33116700000096,180.0,0.016934836038073553,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3191,1,0,142.42637499999944,142.42637499999944,142.42637499999944,142.42637499999944,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/3198,1,0,145.58358299999696,145.58358299999696,145.58358299999696,145.58358299999696,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3198,1,0,149.54070799999997,149.54070799999997,149.54070799999997,149.54070799999997,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3207,1,0,155.34466699999783,155.34466699999783,155.34466699999783,155.34466699999783,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3210,1,0,147.70329099999913,147.70329099999913,147.70329099999913,147.70329099999913,180.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/322,1,0,161.56149999999946,161.56149999999946,161.56149999999946,161.56149999999946,182.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3230,1,0,198.05008299999827,198.05008299999827,198.05008299999827,198.05008299999827,7.0,0.016934836038073553,0.0,200,200,200,200,200,200,200,200,200,200,200
PUT,/booking/3230,1,0,221.87633299999732,221.87633299999732,221.87633299999732,221.87633299999732,150.0,0.016934836038073553,0.0,220,220,220,220,220,220,220,220,220,220,220
PUT,/booking/3231,1,0,154.04091699999967,154.04091699999967,154.04091699999967,154.04091699999967,182.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3237,1,0,151.1650419999988,151.1650419999988,151.1650419999988,151.1650419999988,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3244,1,0,173.45900000000114,173.45900000000114,173.45900000000114,173.45900000000114,150.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3245,1,0,139.96395899999925,139.96395899999925,139.96395899999925,139.96395899999925,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/3252,1,0,142.06145799999882,142.06145799999882,142.06145799999882,142.06145799999882,150.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/3255,1,0,155.79299999999918,155.79299999999918,155.79299999999918,155.79299999999918,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3259,1,0,147.43708400000344,147.43708400000344,147.43708400000344,147.43708400000344,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3278,1,0,216.20312499999983,216.20312499999983,216.20312499999983,216.20312499999983,150.0,0.016934836038073553,0.0,220,220,220,220,220,220,220,220,220,220,220
PUT,/booking/3281,1,0,150.46479199999752,150.46479199999752,150.46479199999752,150.46479199999752,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3301,1,0,150.44400000000024,150.44400000000024,150.44400000000024,150.44400000000024,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3302,1,0,158.42141700000133,158.42141700000133,158.42141700000133,158.42141700000133,150.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3306,1,0,165.85395799999958,165.85395799999958,165.85395799999958,165.85395799999958,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/booking/3308,1,0,146.40458299999892,146.40458299999892,146.40458299999892,146.40458299999892,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3322,1,0,217.48133399999858,217.48133399999858,217.48133399999858,217.48133399999858,150.0,0.016934836038073553,0.0,220,220,220,220,220,220,220,220,220,220,220
DELETE,/booking/3329,1,0,140.3061250000004,140.3061250000004,140.3061250000004,140.3061250000004,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/3339,1,0,169.99020800000153,169.99020800000153,169.99020800000153,169.99020800000153,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/booking/3344,1,0,144.47595899999754,144.47595899999754,144.47595899999754,144.47595899999754,180.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/3345,1,0,161.9041249999995,161.9041249999995,161.9041249999995,161.9041249999995,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3352,1,0,166.8207499999994,166.8207499999994,166.8207499999994,166.8207499999994,150.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3356,1,0,142.65066700000162,142.65066700000162,142.65066700000162,142.65066700000162,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/3366,1,0,152.3134579999983,152.3134579999983,152.3134579999983,152.3134579999983,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3367,1,0,157.62904199999994,157.62904199999994,157.62904199999994,157.62904199999994,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3370,1,0,155.8376250000002,155.8376250000002,155.8376250000002,155.8376250000002,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3378,1,0,161.8115830000022,161.8115830000022,161.8115830000022,161.8115830000022,150.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/338,1,0,147.69029099999642,147.69029099999642,147.69029099999642,147.69029099999642,180.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3387,1,0,194.4535000000016,194.4535000000016,194.4535000000016,194.4535000000016,7.0,0.016934836038073553,0.0,190,190,190,190,190,190,190,190,190,190,190
PUT,/booking/3391,1,0,143.7427499999977,143.7427499999977,143.7427499999977,143.7427499999977,180.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/3392,1,0,153.5593750000004,153.5593750000004,153.5593750000004,153.5593750000004,177.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3395,1,0,144.11112500000024,144.11112500000024,144.11112500000024,144.11112500000024,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/3397,2,0,150.0,155.8965205000007,146.26391600000233,165.52912499999906,182.0,0.033869672076147106,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/booking/3400,1,0,141.30558300000118,141.30558300000118,141.30558300000118,141.30558300000118,150.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/3413,1,0,172.30600000000072,172.30600000000072,172.30600000000072,172.30600000000072,180.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3420,1,0,171.15295899999694,171.15295899999694,171.15295899999694,171.15295899999694,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/booking/3435,2,0,160.0,162.04954199999833,155.502417000001,168.59666699999565,150.0,0.033869672076147106,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3438,1,0,167.40779100000225,167.40779100000225,167.40779100000225,167.40779100000225,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/344,1,0,155.92275000000024,155.92275000000024,155.92275000000024,155.92275000000024,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3442,1,0,151.34941599999507,151.34941599999507,151.34941599999507,151.34941599999507,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3451,1,0,158.99525000000025,158.99525000000025,158.99525000000025,158.99525000000025,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3461,1,0,150.13858400000046,150.13858400000046,150.13858400000046,150.13858400000046,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3464,1,0,170.80420900000348,170.80420900000348,170.80420900000348,170.80420900000348,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3467,1,0,169.48183300000252,169.48183300000252,169.48183300000252,169.48183300000252,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3469,1,0,148.18900000000212,148.18900000000212,148.18900000000212,148.18900000000212,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3494,1,0,149.8312499999983,149.8312499999983,149.8312499999983,149.8312499999983,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3494,1,0,145.36541599999708,145.36541599999708,145.36541599999708,145.36541599999708,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3501,1,0,182.1997919999987,182.1997919999987,182.1997919999987,182.1997919999987,191.0,0.016934836038073553,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/booking/3502,1,0,157.92879199999987,157.92879199999987,157.92879199999987,157.92879199999987,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3505,1,0,159.74612499999807,159.74612499999807,159.74612499999807,159.74612499999807,150.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3508,1,0,145.24816699999832,145.24816699999832,145.24816699999832,145.24816699999832,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3513,1,0,192.52720799999423,192.52720799999423,192.52720799999423,192.52720799999423,7.0,0.016934836038073553,0.0,190,190,190,190,190,190,190,190,190,190,190
PUT,/booking/3515,1,0,158.97999999999968,158.97999999999968,158.97999999999968,158.97999999999968,150.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3516,1,0,158.3797500000017,158.3797500000017,158.3797500000017,158.3797500000017,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3519,1,0,153.55220799999358,153.55220799999358,153.55220799999358,153.55220799999358,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3520,1,0,245.80529099999637,245.80529099999637,245.80529099999637,245.80529099999637,7.0,0.016934836038073553,0.0,250,250,250,250,250,250,250,250,250,250,250
PUT,/booking/3520,1,0,168.63391700000108,168.63391700000108,168.63391700000108,168.63391700000108,182.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/booking/3521,1,0,154.10133399999992,154.10133399999992,154.10133399999992,154.10133399999992,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3523,1,0,145.63233300000178,145.63233300000178,145.63233300000178,145.63233300000178,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3528,1,0,147.5545000000018,147.5545000000018,147.5545000000018,147.5545000000018,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3531,1,0,138.9087499999988,138.9087499999988,138.9087499999988,138.9087499999988,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/3544,1,0,152.50454200000263,152.50454200000263,152.50454200000263,152.50454200000263,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3547,1,0,150.70770799999877,150.70770799999877,150.70770799999877,150.70770799999877,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3551,1,0,155.87266700000058,155.87266700000058,155.87266700000058,155.87266700000058,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3555,1,0,139.63233300000155,139.63233300000155,139.63233300000155,139.63233300000155,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/356,1,0,161.54829099999546,161.54829099999546,161.54829099999546,161.54829099999546,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3565,1,0,140.6732919999989,140.6732919999989,140.6732919999989,140.6732919999989,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/3577,1,0,147.13474999999931,147.13474999999931,147.13474999999931,147.13474999999931,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3579,1,0,162.30087499999968,162.30087499999968,162.30087499999968,162.30087499999968,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3593,1,0,143.32525000000018,143.32525000000018,143.32525000000018,143.32525000000018,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/3594,1,0,148.9131669999999,148.9131669999999,148.9131669999999,148.9131669999999,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3607,1,0,152.3606669999964,152.3606669999964,152.3606669999964,152.3606669999964,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/362,1,0,140.5814999999997,140.5814999999997,140.5814999999997,140.5814999999997,182.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/3651,1,0,155.5464999999998,155.5464999999998,155.5464999999998,155.5464999999998,150.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3662,1,0,157.31362500000046,157.31362500000046,157.31362500000046,157.31362500000046,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3666,1,0,146.1413329999992,146.1413329999992,146.1413329999992,146.1413329999992,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3674,1,0,198.6212499999951,198.6212499999951,198.6212499999951,198.6212499999951,150.0,0.016934836038073553,0.0,200,200,200,200,200,200,200,200,200,200,200
DELETE,/booking/3683,1,0,142.58437500000198,142.58437500000198,142.58437500000198,142.58437500000198,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/3684,2,0,144.54229200000412,152.0920005000015,144.54229200000412,159.64170899999885,150.0,0.033869672076147106,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3691,1,0,146.98483299999765,146.98483299999765,146.98483299999765,146.98483299999765,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/37,1,0,141.99499999999966,141.99499999999966,141.99499999999966,141.99499999999966,182.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/3710,1,0,161.2406249999978,161.2406249999978,161.2406249999978,161.2406249999978,150.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/372,1,0,148.82725000000008,148.82725000000008,148.82725000000008,148.82725000000008,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3720,1,0,149.29850000000044,149.29850000000044,149.29850000000044,149.29850000000044,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3721,1,0,148.4522499999983,148.4522499999983,148.4522499999983,148.4522499999983,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3726,1,0,171.9653749999992,171.9653749999992,171.9653749999992,171.9653749999992,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3735,1,0,195.0410410000032,195.0410410000032,195.0410410000032,195.0410410000032,7.0,0.016934836038073553,0.0,200,200,200,200,200,200,200,200,200,200,200
PUT,/booking/3742,1,0,191.14641600000226,191.14641600000226,191.14641600000226,191.14641600000226,150.0,0.016934836038073553,0.0,190,190,190,190,190,190,190,190,190,190,190
PUT,/booking/3747,1,0,140.8819579999978,140.8819579999978,140.8819579999978,140.8819579999978,150.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/3748,1,0,146.11479199999877,146.11479199999877,146.11479199999877,146.11479199999877,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3749,1,0,164.79987499999993,164.79987499999993,164.79987499999993,164.79987499999993,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3758,1,0,146.27366700000266,146.27366700000266,146.27366700000266,146.27366700000266,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3761,1,0,157.01887500000566,157.01887500000566,157.01887500000566,157.01887500000566,150.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3762,1,0,145.01079200000078,145.01079200000078,145.01079200000078,145.01079200000078,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3769,1,0,156.80749999999932,156.80749999999932,156.80749999999932,156.80749999999932,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3790,1,0,156.3640829999997,156.3640829999997,156.3640829999997,156.3640829999997,150.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3797,1,0,155.03812499999725,155.03812499999725,155.03812499999725,155.03812499999725,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3809,1,0,144.56687499999887,144.56687499999887,144.56687499999887,144.56687499999887,182.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/3819,2,0,144.35370799999703,159.42704149999898,144.35370799999703,174.50037500000093,150.0,0.033869672076147106,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3833,1,0,150.54349999999772,150.54349999999772,150.54349999999772,150.54349999999772,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3853,2,0,150.0,163.77339599999985,147.45958299999984,180.08720899999986,180.0,0.033869672076147106,0.0,180,180,180,180,180,180,180,180,180,180,180
PUT,/booking/3854,1,0,141.65724999999796,141.65724999999796,141.65724999999796,141.65724999999796,182.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/387,1,0,140.12095800000068,140.12095800000068,140.12095800000068,140.12095800000068,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/3879,1,0,171.81808300000512,171.81808300000512,171.81808300000512,171.81808300000512,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3880,1,0,168.74750000000205,168.74750000000205,168.74750000000205,168.74750000000205,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3894,1,0,156.08066699999767,156.08066699999767,156.08066699999767,156.08066699999767,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/3909,1,0,151.05008400000486,151.05008400000486,151.05008400000486,151.05008400000486,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/391,1,0,147.12654099999867,147.12654099999867,147.12654099999867,147.12654099999867,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3912,1,0,202.729374999997,202.729374999997,202.729374999997,202.729374999997,150.0,0.016934836038073553,0.0,200,200,200,200,200,200,200,200,200,200,200
DELETE,/booking/3915,1,0,143.85258300000459,143.85258300000459,143.85258300000459,143.85258300000459,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/booking/3924,1,0,148.30362499999694,148.30362499999694,148.30362499999694,148.30362499999694,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3941,1,0,163.9243330000042,163.9243330000042,163.9243330000042,163.9243330000042,7.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/booking/3945,1,0,167.40800000000178,167.40800000000178,167.40800000000178,167.40800000000178,7.0,0.016934836038073553,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/booking/3946,1,0,205.369625000003,205.369625000003,205.369625000003,205.369625000003,7.0,0.016934836038073553,0.0,210,210,210,210,210,210,210,210,210,210,210
DELETE,/booking/3951,1,0,142.92916699999836,142.92916699999836,142.92916699999836,142.92916699999836,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,/booking/3955,1,0,195.1980409999976,195.1980409999976,195.1980409999976,195.1980409999976,7.0,0.016934836038073553,0.0,200,200,200,200,200,200,200,200,200,200,200
PUT,/booking/3956,1,0,146.21554100000367,146.21554100000367,146.21554100000367,146.21554100000367,150.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/booking/3961,1,0,152.86241700000147,152.86241700000147,152.86241700000147,152.86241700000147,180.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3978,1,0,145.22912500000018,145.22912500000018,145.22912500000018,145.22912500000018,7.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/3993,1,0,219.15304099999844,219.15304099999844,219.15304099999844,219.15304099999844,7.0,0.016934836038073553,0.0,220,220,220,220,220,220,220,220,220,220,220
DELETE,/booking/3996,1,0,192.75445800000313,192.75445800000313,192.75445800000313,192.75445800000313,7.0,0.016934836038073553,0.0,190,190,190,190,190,190,190,190,190,190,190
PUT,/booking/4,1,0,158.82554200000067,158.82554200000067,158.82554200000067,158.82554200000067,180.0,0.016934836038073553,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/booking/402,1,0,151.43070799999947,151.43070799999947,151.43070799999947,151.43070799999947,182.0,0.016934836038073553,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/booking/4024,1,0,138.16745799999808,138.16745799999808,138.16745799999808,138.16745799999808,7.0,0.016934836038073553,0.0,140,140,140,140,140,140,140,140,140,140,140
